question_number,pipeline,correct,predicted,ground_truth,quote,source,latency,run_timestamp,id,error
13.0,BM25 RAG,True,C,C,"Theoretical analysis (section A) shows that for short context lengths, our method achieves up to k× acceleration in TTFT and throughput. For longer context length, acceleration reaches up tok2× for both metrics.","2509.01092v2.pdf, Page: 2",3.104126214981079,2025-11-30 15:12:35,,
14.0,BM25 RAG,True,C,C,"A RL policy, guided by next-paragraph prediction perplexity as a negative reward, determines which chunks to retain in their original form. The policy network leverages chunk embeddings and masking to optimize sequential chunk expansion, thereby preserving the decoder’s autoregressive property and enabling flexible placement of compression.","2509.01092v2.pdf, Page: 3",3.3792378902435303,2025-11-30 15:12:35,,
15.0,BM25 RAG,True,C,C,"In this task, wefreeze the decoder model and only train the encoder and projection layer. The main objectives are to align the encoder and projection layer so that: 1) encoder can compressk tokens with minimal information loss","2509.01092v2.pdf, Page: 3",6.893749952316284,2025-11-30 15:12:35,,
16.0,BM25 RAG,True,C,C,"As the chunk lengthk increases, the number of possible token combinations expands exponentially, specifically at a rate ofV k, whereV is the vocabulary size. Effectively capturing this diversity within a fixed-length embedding presents a significant challenge.","2509.01092v2.pdf, Page: 3",17.682296752929688,2025-11-30 15:12:35,,
17.0,BM25 RAG,True,C,C,Table 13 demonstrates thatREFRAG16 with RL-based selective compression consistently outperformsREFRAG8 across different datasets and context lengths.,"2509.01092v2.pdf, page 5",11.988447427749634,2025-11-30 15:12:35,,
18.0,BM25 RAG,True,C,C,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization. Additionally, CEPE does not utilize token compression, resulting in similar or even increased decoding latency.","2509.01092v2.pdf, Page: 9",3.0636258125305176,2025-11-30 15:12:35,,
19.0,BM25 RAG,True,C,C,"With a weak retriever setting, at 10 passages,REFRAGimproves performance by0.71%and accelerates TTFT by5.26× compared to LLaMA. At equal latency (8 passages forREFRAGvs. 1 for LLaMA),REFRAGachieves a1.93%average gain over 16 RAG tasks.","2509.01092v2.pdf, Page: 7",3.0724315643310547,2025-11-30 15:12:35,,
20.0,BM25 RAG,True,C,C,"The original Llama-2-7B supports only a4k context window, whereas our approach enables extrapolation via chunk embeddings, extending context and supporting broader applications. With a compression rate of16, we achieve a9.3%average log-perplexity improvement over CEPE across four datasets2.","2509.01092v2.pdf, Page: 4",3.0474421977996826,2025-11-30 15:12:35,,
21.0,BM25 RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","2509.01092v2.pdf, page 1",3.710606575012207,2025-11-30 15:12:35,,
22.0,BM25 RAG,True,C,C,"With longer context lengths, we are able to achieve up tok2× acceleration in both TTFT and throughput.","2509.01092v2.pdf, Page: 15",2.211276054382324,2025-11-30 15:12:35,,
23.0,BM25 RAG,True,C,C,"REFRAGsupports compression of token chunks at arbitrary positions (see figure 1) while preserving the autoregressive nature of the decoder, thereby supporting multi-turn and agentic applications. This “compress anywhere” capability is further enhanced by a lightweight reinforcement learning (RL) policy that selectively determines when full chunk token input is necessary and when low-cost, approximate chunk embeddings suffice .","2509.01092v2.pdf, Page: 1",3.3179495334625244,2025-11-30 15:12:35,,
24.0,BM25 RAG,True,C,C,"The main objectives are to align the encoder and projection layer so that: 1) encoder can compressk tokens with minimal information loss, and 2) projection layer can effectively map the encoder’s chunk embeddings into the","2509.01092v2.pdf, Page: 3",3.8727450370788574,2025-11-30 15:12:35,,
25.0,BM25 RAG,True,C,C,"A RL policy, guided by next-paragraph prediction perplexity as a negative reward, determines which chunks to retain in their original form.","2509.01092v2.pdf, Page: 3",2.578653335571289,2025-11-30 15:12:35,,
26.0,BM25 RAG,True,C,C,"Empirically, as shown in figure 2, with a context length of16384(mid-to-long context),REFRAG with k = 16achieves16 .53× TTFT acceleration with cache and8.59× without cache1, both surpassing CEPE (2.01× and1 .04×, respectively)...","2509.01092v2.pdf, Page: 2",4.30280327796936,2025-11-30 15:12:35,,
27.0,BM25 RAG,True,C,C,"At equal latency (8 passages forREFRAGvs. 1 for LLaMA),REFRAGattains a1.22% average improvement across 16 RAG tasks.","2509.01092v2.pdf, Page: 7",2.7623403072357178,2025-11-30 15:12:35,,
28.0,BM25 RAG,True,C,C,"For reference,LLaMA256 uses only the last 256 tokens, matching the number of chunk embeddings inREFRAG8 (s/k = 256), yetREFRAG8 consistently surpassesLLaMA256, demonstrating the effectiveness of compressed chunk embeddings.","2509.01092v2.pdf, Page: 4",1.8425586223602293,2025-11-30 15:12:35,,
29.0,BM25 RAG,True,C,C,"In contrast, a compression rate of64appears to be overly aggressive, resulting in diminished performance. These findings suggest a practical limit to the compression rate beyond which the model’s capability is significantly reduced.","2509.01092v2.pdf, Page: 6",2.458201169967652,2025-11-30 15:12:35,,
,,,,,,,,2025-11-30 15:12:35,29.0,"429 You exceeded your current quota. Please migrate to Gemini 2.0 Flash Preview (Image Generation) (models/gemini-2.0-flash-preview-image-generation) for higher quota limits. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash-exp""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, retry_delay {
  seconds: 22
}
]"
31.0,BM25 RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","2509.01092v2.pdf, Page: 1",4.401876211166382,2025-11-30 15:12:35,,
32.0,BM25 RAG,True,C,C,"Table 6 shows that with short context length s we are able to achievek× acceleration in TTFT and up tok× acceleration in throughput. With longer context lengths, we are able to achieve up tok2× acceleration in both TTFT and throughput.","2509.01092v2.pdf, page 15",4.608018636703491,2025-11-30 15:12:35,,
,,,,,,,,2025-11-30 15:12:35,32.0,"429 You exceeded your current quota. Please migrate to Gemini 2.0 Flash Preview (Image Generation) (models/gemini-2.0-flash-preview-image-generation) for higher quota limits. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash-exp""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, retry_delay {
  seconds: 10
}
]"
,,,,,,,,2025-11-30 15:12:35,33.0,"429 You exceeded your current quota. Please migrate to Gemini 2.0 Flash Preview (Image Generation) (models/gemini-2.0-flash-preview-image-generation) for higher quota limits. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash-exp""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, retry_delay {
  seconds: 8
}
]"
,,,,,,,,2025-11-30 15:12:35,34.0,"429 You exceeded your current quota. Please migrate to Gemini 2.0 Flash Preview (Image Generation) (models/gemini-2.0-flash-preview-image-generation) for higher quota limits. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash-exp""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, retry_delay {
  seconds: 5
}
]"
,,,,,,,,2025-11-30 15:12:35,35.0,"429 You exceeded your current quota. Please migrate to Gemini 2.0 Flash Preview (Image Generation) (models/gemini-2.0-flash-preview-image-generation) for higher quota limits. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash-exp""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, retry_delay {
  seconds: 3
}
]"
,,,,,,,,2025-11-30 15:12:35,36.0,"429 You exceeded your current quota. Please migrate to Gemini 2.0 Flash Preview (Image Generation) (models/gemini-2.0-flash-preview-image-generation) for higher quota limits. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash-exp""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, retry_delay {
  seconds: 1
}
]"
,,,,,,,,2025-11-30 15:12:35,37.0,"429 You exceeded your current quota. Please migrate to Gemini 2.0 Flash Preview (Image Generation) (models/gemini-2.0-flash-preview-image-generation) for higher quota limits. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash-exp""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, retry_delay {
  seconds: 58
}
]"
,,,,,,,,2025-11-30 15:12:35,38.0,"429 You exceeded your current quota. Please migrate to Gemini 2.0 Flash Preview (Image Generation) (models/gemini-2.0-flash-preview-image-generation) for higher quota limits. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_requests_per_model""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash-exp""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, retry_delay {
  seconds: 56
}
]"
40.0,BM25 RAG,True,C,C,"At equal latency (8 passages forREFRAGvs. 1 for LLaMA),REFRAGattains a1.22% average improvement across 16 RAG tasks.","2509.01092v2.pdf, Page: 7",5.223257064819336,2025-11-30 15:12:35,,
41.0,BM25 RAG,True,C,C,"Chevalier et al. (2023) proposed recursive compression for documents, using compressed embeddings for prediction, similar to our method.","2509.01092v2.pdf, Page: 9",9.215667963027954,2025-11-30 15:12:35,,
42.0,BM25 RAG,True,B,B,"The main objectives are to align the encoder and projection layer so that: 1) encoder can compressk tokens with minimal information loss, and 2) projection layer can effectively map the encoder’s chunk embeddings into the",2509.01092v2.pdf page 3,3.686100244522095,2025-11-30 15:12:35,,
43.0,BM25 RAG,False,ERROR,C,No quote provided,,8.91762924194336,2025-11-30 15:12:35,,
44.0,BM25 RAG,False,B,C,"CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization.","2509.01092v2.pdf, Page: 9",35.93435716629028,2025-11-30 15:12:35,,
45.0,BM25 RAG,True,C,C,Table 13 demonstrates thatREFRAG16 with RL-based selective compression consistently outperformsREFRAG8 across different datasets and context lengths.,"2509.01092v2.pdf, Page: 5",3.612471342086792,2025-11-30 15:12:35,,
46.0,BM25 RAG,True,C,C,"These passages often exhibit low semantic similarity due to diversity or deduplication during re-ranking, leading to block-diagonal attention patterns that differ from those in standard LLM generation tasks. Based on this observation, we argue that most computations over the RAG context during decoding are unnecessary and can be eliminated with minimal impact on performance. To this end, we propose REFRAG, an efficient decoding framework that compresses, senses, and expands to improve latency in RAG applications. By exploiting this attention sparsity structure, we demonstrate a30.85× the time-to-first-token acceleration (3.75× improvement to previous work) without loss in perplexity.","2509.01092v2.pdf, Page: 0",5.557184457778931,2025-11-30 15:12:35,,
47.0,BM25 RAG,True,B,B,"Moreover, the time-to-first-token (TTFT) latency increases quadratically, while the time-to-iterative-token (TTIT) latency grows linearly with prompt length (Liu et al., 2025).","2509.01092v2.pdf, Page: 0",1.5814061164855957,2025-11-30 15:12:35,,
48.0,BM25 RAG,True,B,B,Ablation study result for curriculum learning.Table 11 shows the necessity of curriculum learning to the success of reconstruction task.,"2509.01092v2.pdf, Page: 21",4.393010854721069,2025-11-30 15:12:35,,
49.0,BM25 RAG,True,C,C,"The result demonstrates that under the same number of retrieved passages, we are able to match the performance of LLaMA in the strong retriever setting and even outperform LLaMA under the weak retriever setting. This is because our model enables larger context and hence enables extract more useful information when the retrieved passages are less relevant.",2509.01092v2.pdf: 7,3.593971967697144,2025-11-30 15:12:35,,
50.0,BM25 RAG,False,ERROR,C,No quote provided,,9.830065488815308,2025-11-30 15:12:35,,
1.0,Dense RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","2509.01092v2.pdf, Page: 1",3.0582454204559326,2025-11-30 15:19:52,,
2.0,Dense RAG,False,A,C,Reconstruction task is essential for the model to learn the continual pre-training task.,"2509.01092v2.pdf, Page: 5",8.602191925048828,2025-11-30 15:19:52,,
3.0,Dense RAG,False,D,B,"The original Llama-2-7B supports only a4k context window, whereas our approach enables extrapolation via chunk embeddings, extending context and supporting broader applications.","2509.01092v2.pdf, Page: 4",33.794209718704224,2025-11-30 15:19:52,,
4.0,Dense RAG,True,D,D,"However, due to the compression, we are able to have more context information and hence achieve better performance. Surprisingly,REFRAG16 and REFRAG32 both outperform theLLaMAFT model despite having2× and4 × fewer tokens in the decoder (i.e., lower latency). The same result occurs in long context scenarios.","2509.01092v2.pdf, Page: 7",7.267976522445679,2025-11-30 15:19:52,,
5.0,Dense RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","2509.01092v2.pdf, Page: 1",20.68650484085083,2025-11-30 15:19:52,,
6.0,Dense RAG,False,D,C,These results further highlight the effectiveness of the RL-trained policy and underscore the practicality of dynamically adjusting the compression rate without compromising performance.,"2509.01092v2.pdf, Page: 6",18.737546682357788,2025-11-30 15:19:52,,
7.0,Dense RAG,True,C,C,We employ RL to train a policy that optimally determines which segments to compress.,"2509.01092v2.pdf, Page: 15",7.06557822227478,2025-11-30 15:19:52,,
8.0,Dense RAG,False,ERROR,B,No quote provided,,8.90902590751648,2025-11-30 15:19:52,,
9.0,Dense RAG,True,C,C,"Under equivalent latency constraints,REFRAGconsistently outperform LLaMA on both settings as the saved context can be reinvested to include additional information within the same latency budget.","2509.01092v2.pdf, Page: 7",4.432529926300049,2025-11-30 15:19:52,,
10.0,Dense RAG,True,C,C,"In contrast, a compression rate of64appears to be overly aggressive, resulting in diminished performance. These findings suggest a practical limit to the compression rate beyond which the model’s capability is significantly reduced.","2509.01092v2.pdf, Page: 6",3.033297300338745,2025-11-30 15:19:52,,
11.0,Dense RAG,True,C,C,"These passages often exhibit low semantic similarity due to diversity or deduplication during re-ranking, leading to block-diagonal attention patterns that differ from those in standard LLM generation tasks. Based on this observation, we argue that most computations over the RAG context during decoding are unnecessary and can be eliminated with minimal impact on performance.","2509.01092v2.pdf, Page: 0",4.514770269393921,2025-11-30 15:19:52,,
12.0,Dense RAG,False,A,C,"attention, reducing attention complexity from quadratic to linear; however, this method does not address memory requirements.","2509.01092v2.pdf, Page: 9",6.758649349212647,2025-11-30 15:19:52,,
13.0,Dense RAG,True,C,C,"Theoretical analysis (section A) shows that for short context lengths, our method achieves up to k× acceleration in TTFT and throughput. For longer context length, acceleration reaches up tok2× for both metrics.","2509.01092v2.pdf, page 2",2.7640976905822754,2025-11-30 15:19:52,,
14.0,Dense RAG,True,C,C,"chunk embeddings and masking to optimize sequential chunk expansion, thereby preserving the decoder’s autoregressive property and enabling flexible placement of compression.","2509.01092v2.pdf, Page: 3",9.113698720932009,2025-11-30 15:19:52,,
15.0,Dense RAG,True,C,C,"In this task, we freeze the decoder model and only train the encoder and projection layer. The reconstruction task was specifically chosen to encourage the model to rely on context memory rather than its parametric memory during training.","2509.01092v2.pdf, Page: 3",1.7433691024780271,2025-11-30 15:19:52,,
16.0,Dense RAG,True,C,C,"To continuously adjust task difficulty, we vary the data mixture over time, starting with examples dominated by easier tasks (e.g., single chunk embedding) and gradually shifting towards those dominated by more difficult tasks (i.e.,L chunk embeddings).","2509.01092v2.pdf, Page: 3",22.43522787094116,2025-11-30 15:19:52,,
17.0,Dense RAG,True,C,C,"Table 13 demonstrates thatREFRAG16 with RL-based selective compression consistently outperformsREFRAG8 across different datasets and context lengths. ... chunk embeddings, yet still surpasses the performance ofREFRAG8.","2509.01092v2.pdf: 5, 6",9.604015350341797,2025-11-30 15:19:52,,
18.0,Dense RAG,False,ERROR,C,No quote provided,,36.97807455062866,2025-11-30 15:19:52,,
19.0,Dense RAG,True,C,C,"At equal latency (8 passages for REFRAG vs. 1 for LLaMA), REFRAG achieves a 1.93% average gain over 16 RAG tasks.","2509.01092v2.pdf, Page: 7",3.685290813446045,2025-11-30 15:19:52,,
20.0,Dense RAG,True,C,C,"In real applications (e.g., RAG), the context is the dominating part of the input (i.e., s≫q ) and hence the overall input to the decoder will be reduced by a factor of≃k .","2509.01092v2.pdf, Page: 2",16.28300452232361,2025-11-30 15:19:52,,
21.0,Dense RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","2509.01092v2.pdf, Page: 1",3.6843531131744394,2025-11-30 15:19:52,,
22.0,Dense RAG,True,C,C,"For longer context length, acceleration reaches up tok2× for both metrics.","2509.01092v2.pdf, Page: 2",2.156486749649048,2025-11-30 15:19:52,,
23.0,Dense RAG,True,C,C,compressing chunks in the original token space using the RL policy.,"2509.01092v2.pdf, Page: 4",16.22740387916565,2025-11-30 15:19:52,,
24.0,Dense RAG,True,C,C,"The main objectives are to align the encoder and projection layer so that: 1) encoder can compressk tokens with minimal information loss, and 2) projection layer can effectively map the encoder’s chunk embeddings into the decoder’s token space, allowing the decoder to interpret and accurately reconstruct the original information.","2509.01092v2.pdf, Page: 3",3.427182197570801,2025-11-30 15:19:52,,
25.0,Dense RAG,True,C,C,"RL-trained chunk expansion policy
Reward = - Log(Perplexity)","2509.01092v2.pdf, Page: 17",3.084927082061768,2025-11-30 15:19:52,,
